,bus_stop_code,road_name,latitude,longitude,stop_description
0,481,Woodlands Rd,1.383764,103.7583,BT PANJANG TEMP BUS PK
1,1012,Victoria St,1.29684825487647,103.85253591654006,Hotel Grand Pacific
2,1013,Victoria St,1.29770970610083,103.8532247463225,St. Joseph's Ch
3,1019,Victoria St,1.2969895119133201,103.85302201172509,Bras Basah Cplx
4,1029,Nth Bridge Rd,1.2966729849642,103.8544142246427,Cosmic Insurance Bldg
5,1039,Nth Bridge Rd,1.29820784139683,103.85549139837408,Nth Bridge Commercial Cplx
6,1059,Victoria St,1.30075679526626,103.85611040457584,Bugis Stn Exit B
7,1109,Queen St,1.30358577565355,103.85650372998224,Queen St Ter
8,1112,Victoria St,1.30009212839081,103.85520027125814,Opp Bugis Junction
9,1113,Victoria St,1.30117297541547,103.8561140106393,Bugis Stn Exit A
10,1119,Victoria St,1.2996041093803998,103.85512934079573,Bugis Junction
11,1121,Victoria St,1.30393809691048,103.85867999243207,Stamford Pr Sch
12,1129,Victoria St,1.30350269187301,103.85864530718493,Opp Stamford Pr Sch
13,1139,Nth Bridge Rd,1.30033057855542,103.857160806659,Parkview Sq
14,1211,Victoria St,1.30551803523268,103.8605449516032,Opp Blk 461
15,1219,Victoria St,1.30526598535719,103.86072019914616,Blk 461
16,1229,Nth Bridge Rd,1.30337552638813,103.85963089198263,Bef Sultan Mque
17,1231,Jln Sultan,1.3032499999752,103.8610830559663,Opp Textile Ctr
18,1239,Jln Sultan,1.30291236608351,103.86161817611134,Sultan Plaza
19,1311,Kallang Rd,1.3070916463394,103.86219695240972,Lavender Stn Exit B
20,1319,Kallang Rd,1.30757426746418,103.86325596123476,Lavender Stn Exit A/ICA
21,1329,Nth Bridge Rd,1.30495670239172,103.86363028484124,Blk 8
22,1339,Crawford St,1.30774601733202,103.8642627465441,Bef Crawford Bridge
23,1341,Crawford St,1.3064755560057801,103.86452527798744,Southbank
24,1349,Crawford St,1.30568635716829,103.86543994417885,Opp Blk 4
25,1411,Beach Rd,1.30211332865049,103.86295598167332,Opp St. John HQ
26,1419,Beach Rd,1.3020199999911002,103.86326333301204,St. John HQ
27,1421,Beach Rd,1.30338444400173,103.8648388889864,Opp Golden Mile Cplx
28,1429,Beach Rd,1.3032136089394,103.86501584807765,Golden Mile Cplx
29,1511,Beach Rd,1.2991982610380701,103.85864518302436,Opp The Gateway
30,1519,Beach Rd,1.29907492488417,103.8589102973441,The Gateway
31,1521,Beach Rd,1.30088304437602,103.86066098182194,Opp Plaza Parkroyal
32,1529,Beach Rd,1.3004166767652598,103.86044115259938,Plaza Parkroyal
33,1541,Rochor Rd,1.2988646544225402,103.85734583628746,Bugis Stn Exit D
34,1549,Ophir Rd,1.30069868861162,103.85873120467069,Opp Duo Residences
35,1559,Ophir Rd,1.3016873107056202,103.85752923961614,Landmark Village Hotel
36,1611,Beach Rd,1.2952725917134198,103.85533686181174,Raffles Hotel
37,1619,Beach Rd,1.2942869417824598,103.8550380942423,Esplanade Stn Exit F
38,1621,Beach Rd,1.29695888888745,103.85655611109846,Opp Shaw Twrs
39,1629,Beach Rd,1.2969597221995801,103.85686527780176,Shaw Twrs
40,1631,Middle Rd,1.29693614589482,103.85580555528077,Aft Beach Rd
41,1639,Middle Rd,1.29738750001468,103.85557583297623,Bef Beach Rd
42,2029,Connaught Dr,1.2887901514247602,103.85293318066765,Opp S'pore Cricket Club
43,2049,Bras Basah Rd,1.29452091230981,103.85402155505173,Raffles Hotel
44,2051,Raffles Ave,1.2895030556081999,103.85903388899315,Seating Gallery
45,2061,Raffles Ave,1.2899638888957,103.85640388886263,The Esplanade
46,2089,Raffles Blvd,1.2915269444497501,103.85920611105041,Pan Pacific Hotel
47,2099,Raffles Blvd,1.29147264805943,103.86148558380779,Marina Ctr Ter
48,2101,Raffles Ave,1.28938483786533,103.86183148116275,AFT S'PORE FLYER
49,2111,Esplanade Dr,1.2909559234838899,103.85453419435228,Esplanade Bridge
50,2119,Nicoll Highway,1.29184407356581,103.85534334305085,Opp War Memorial Pk
51,2141,Temasek Blvd,1.2957657160303702,103.85933814632858,Suntec Twr Two
52,2149,Temasek Blvd,1.29560459817725,103.85955533029184,Suntec Twr Three
53,2151,Temasek Blvd,1.2931777632081398,103.85784623004032,Suntec Convention Ctr
54,2159,Temasek Blvd,1.29360811227161,103.85840672828637,Opp Suntec Convention Ctr
55,2161,Temasek Ave,1.29268553508737,103.86093156188177,Promenade Stn
56,2169,Temasek Ave,1.2933383678058898,103.86070849052751,Promenade Stn Exit B
57,2171,Temasek Ave,1.2907000000389799,103.86092194446033,Opp The Ritz-Carlton
58,2181,Parliament Pl,1.28947444402148,103.85098166700016,Supreme Ct
59,3011,Fullerton Rd,1.28561840945474,103.85342223246427,Fullerton Sq
60,3019,Collyer Quay,1.2842450000130001,103.853108055996,OUE Bayfront
61,3021,Cecil St,1.28255524603003,103.84998903789257,Prudential Twr
62,3031,Robinson Rd,1.28207492207952,103.85086074925066,Raffles Pl Stn Exit F
63,3041,Cross St,1.2817950939470701,103.84893207391676,Telok Ayer Stn Exit A
64,3059,Raffles Quay,1.28097649556002,103.85135652579493,One Raffles Quay
65,3071,Robinson Rd,1.2799060962676398,103.84940030424481,OPP SO SOFITEL S'PORE
66,3111,Robinson Rd,1.2778259536078997,103.8481011719729,Aft Capital Twr
67,3129,Shenton Way,1.27807003532092,103.84956718123823,UIC Bldg
68,3151,Cecil St,1.27892124625262,103.84776234627122,Opp GB Bldg
69,3217,Shenton Way,1.2755221889764499,103.84794436749159,Opp AXA Twr
70,3218,Shenton Way,1.2740788888386998,103.84687388890413,Opp MAS Bldg
71,3222,Anson Rd,1.27397836925637,103.84489562922415,Hub Synergy Pt
72,3223,Anson Rd,1.2757033952327,103.84632468221952,Tanjong Pagar Stn Exit C
73,3239,Shenton Way,1.27464226961973,103.84756721372408,Shenton Way Ter
74,3241,Anson Rd,1.2745600000000001,103.84536999999999,Mapletree Anson
75,3331,Marina Blvd,1.27663307202767,103.86076808024792,Bef Marina Gdns Dr
76,3339,Central Blvd,1.27498516412784,103.85950016250489,Aft Marina Gdns Dr
77,3341,Marina Gdns Dr,1.27959780011944,103.86433768440821,Bef Gdns by the Bay
78,3349,Marina Gdns Dr,1.2796560060992301,103.86477807955521,Aft Gdns by the Bay
79,3369,Marina Gdns Dr,1.2796077206195902,103.8698744774074,Marina Barrage
80,3371,Marina Gdns Dr,1.2806647930346102,103.86626955523418,Gdns by the Bay
81,3381,Marina Blvd,1.28162601329006,103.85306513725685,The Sail
82,3391,Marina Blvd,1.28037660340352,103.85498006767988,Marina Bay Financial Ctr
83,3411,Marina Coastal Dr,1.27159299884076,103.86300900488227,Opp Marina Sth Pier
84,3419,Marina Coastal Dr,1.27127698470973,103.86297693157816,Marina Sth Pier
85,3421,Marina Coastal Dr,1.2669409029471201,103.85964778134668,Marina Bay Cruise Ctr
86,3501,Bayfront Ave,1.2850046767136698,103.86061105386429,Marina Bay Sands Theatre
87,3509,Bayfront Ave,1.28314999997332,103.86004388891769,Bayfront Stn Exit B/MBS
88,3511,Bayfront Ave,1.2819477947057099,103.8589706487248,Aft Bayfront Stn Exit E
89,3519,Bayfront Ave,1.28124500000125,103.85884799997385,Bayfront Stn Exit A
90,3529,Central Blvd,1.2793995741906299,103.85278769921705,Downtown Stn
91,3539,Central Blvd,1.2775330547661001,103.85561610012866,Marina Bay Stn
92,4019,Bencoolen St,1.29807216909408,103.84975607305785,OPP BENCOOLEN STN EXIT B
93,4029,Bencoolen St,1.2994816669682099,103.8509266670124,BEF BENCOOLEN STN EXIT A
94,4111,Stamford Rd,1.29395444170081,103.85139096636621,Capitol Bldg
95,4121,Stamford Rd,1.29618544092334,103.84958029974614,SMU
96,4142,Hill St,1.2930982644668,103.84965994500729,Armenian Ch
97,4143,Hill St,1.29411640848293,103.85020606905505,Stamford Ct
98,4149,Hill St,1.2927613239995301,103.84983741344307,Grand Pk City Hall
99,4151,Victoria St,1.29533777799211,103.8511397219812,Cath Of The Good Shepherd
100,4159,Victoria St,1.2948948495494499,103.85108138663935,Aft Chijmes
101,4167,Nth Bridge Rd,1.29250006522444,103.85145315468637,City Hall Stn Exit B
102,4168,Nth Bridge Rd,1.29208221483052,103.85125994680256,Aft City Hall Stn Exit B
103,4179,Bras Basah Rd,1.2964791630674097,103.85147164487202,AFT BRAS BASAH STN EXIT A
104,4211,River Valley Rd,1.29043611099357,103.84712444398056,Clarke Quay
105,4219,River Valley Rd,1.29096802754795,103.84686777836988,Opp Clarke Quay
106,4222,Eu Tong Sen St,1.28898962180798,103.84708976365569,Clarke Quay Stn Exit E
107,4223,Hill St,1.2908447613749499,103.84857901022669,Old Hill St Police Stn
108,4229,Hill St,1.29044830830726,103.84875123545264,High St Ctr
109,4239,New Bridge Rd,1.28882717929599,103.8474938118651,Clarke Quay Stn
110,4249,Nth Bridge Rd,1.29043039362749,103.850262165082,Opp The Treasury
111,4251,Nth Boat Quay,1.2897383329756298,103.84888472198023,Opp High St Ctr
112,4311,Clemenceau Ave,1.2946457533735098,103.84392142293119,Aft River Valley Rd
113,4321,Clemenceau Ave,1.2921400077773,103.84303646191059,Shell HSE
114,4329,Clemenceau Ave,1.29197057108024,103.84328384973516,Opp Shell HSE
115,4331,River Valley Rd,1.29183939431601,103.84504089382703,BEF FORT CANNING STN
116,4339,River Valley Rd,1.29221099996741,103.8450050000296,FORT CANNING STN EXIT B
117,5009,Nth Canal Rd,1.2859255408248897,103.8492364296527,Opp OCBC Ctr
118,5012,Eu Tong Sen St,1.28154583300728,103.84087722199499,Bef Pearl'S Hill Terr
119,5013,Eu Tong Sen St,1.2840697994593602,103.84299874303984,People's Pk Cplx
120,5019,New Bridge Rd,1.2811838888548401,103.84105000000471,Aft Pearl'S Hill Terr
121,5022,Eu Tong Sen St,1.28571089865595,103.84437203405348,People's Pk Ctr
122,5023,Eu Tong Sen St,1.2869292835749802,103.84540375642477,Opp Hong Lim Pk
123,5029,Sth Bridge Rd,1.28712283362119,103.84819780822524,Boat Quay
124,5039,New Bridge Rd,1.2829381912983402,103.84254276754574,New Bridge Ctr
125,5049,New Bridge Rd,1.28531114761754,103.84455070696785,Chinatown Pt
126,5059,New Bridge Rd,1.2867642011849099,103.84575036447063,Hong Lim Pk
127,5069,New Bridge Rd,1.2802762995963202,103.84029791443085,Outram Pk Stn Exit H
128,5129,Upp Pickering St,1.2860116669956898,103.84634666701143,Hong Lim Pk
129,5131,Upp Cross St,1.284073056,103.84533809999999,Opp Hong Lim Cplx
130,5189,Sth Bridge Rd,1.2820913960391,103.84528061446952,Opp Sri Mariamman Tp
131,5199,Sth Bridge Rd,1.2845145584609199,103.84666049314173,Opp Hong Lim Cplx
132,5239,Neil Rd,1.27854113014976,103.8415105424013,Bef The Pinnacle@Duxton
133,5241,Kreta Ayer Rd,1.28071988238536,103.8422748865487,Opp Blk 333
134,5259,Neil Rd,1.2797944783703201,103.84262707605177,Aft Kreta Ayer Rd
135,5269,Sth Bridge Rd,1.28097747304602,103.84460051710636,Maxwell Rd FC
136,5271,Tg Pagar Rd,1.27975329525167,103.84382212419122,Opp Fairfield Meth Ch
137,5319,Church St,1.28449667301849,103.8490868585028,OCBC Ctr
138,5411,Tg Pagar Rd,1.27519165673078,103.84309190393884,Tg Pagar Plaza
139,5419,Tg Pagar Rd,1.27470669455555,103.84318683838889,The Amara
140,5421,Tg Pagar Rd,1.2777747056852902,103.84346347289251,Aft Craig Rd
141,5429,Tg Pagar Rd,1.2776941305007499,103.84370654372525,Bef Craig Rd
142,5519,Cantonment Rd,1.27553472200739,103.84112694400494,Opp Maritime Hse
143,5521,Cantonment Rd,1.2767686109831597,103.84059222200348,Maritime Hse
144,5629,Cantonment Rd,1.273211389,103.84187,Opp Southpoint
145,5631,Cantonment Link,1.27346055934188,103.84034718190607,Blk 16
146,5641,Keppel Rd,1.27272393115133,103.84140618785227,Customs Port Br HQ
147,5649,Keppel Rd,1.2723842122117,103.84093912218094,Opp Customs Port Br HQ
148,5651,Tg Pagar Rd,1.273218611,103.8430731,Opp Fuji Xerox Twrs
149,6011,Outram Rd,1.2816599999696698,103.83801388886192,Opp Outram Pk Stn
150,6029,Outram Rd,1.28177041153491,103.83838284882928,Outram Pk Stn
151,6031,Chin Swee Rd,1.2860705555216498,103.83879166662209,Opp Blk 13
152,6039,Chin Swee Rd,1.2870599788311898,103.83962555611693,Blk 8
153,6049,Outram Rd,1.2847485688025901,103.83517705055232,BEF OUTRAM FLYOVER
154,6051,Tiong Bahru Rd,1.28475980959972,103.83405671725487,Blk 55
155,6069,Outram Rd,1.28623157720487,103.83496162445664,Aft Furama RiverFront
156,6071,Zion Rd,1.2868585948128899,103.83360028266563,Blk 2B
157,6081,Zion Rd,1.28837086415387,103.83349881780524,Blk 94
158,6129,Kim Seng Rd,1.2907816205235199,103.83440916705555,Grand Copthorne Hotel
159,6131,Zion Rd,1.2915247220083301,103.8322275000151,The Boys' Brigade HQ
160,6141,Havelock Rd,1.28963300933974,103.83381241921823,Holiday Inn Atrium
161,6149,Havelock Rd,1.28984045728104,103.83411526676927,Opp Holiday Inn Atrium
162,6151,Havelock Rd,1.2887097684146103,103.83737276969174,Hotel Miramar
163,6159,Havelock Rd,1.2890938542118797,103.8368794036018,Opp Hotel Miramar
164,6161,Havelock Rd,1.2890170567841899,103.83994286096713,Blk 2
165,6169,Havelock Rd,1.28937078931125,103.83998944937588,River Pl Condo
166,6171,Upp Cross St,1.286101944,103.84253559999999,Opp State Ct
167,6189,Havelock Rd,1.2877913647786798,103.84329428089559,Ctrl Sq
168,7011,Selegie Rd,1.3009969905852201,103.84981018743049,Peace Ctr
169,7021,Selegie Rd,1.30324521574524,103.84995776766847,Selegie Ctr
170,7031,S'goon Rd,1.3057208329841201,103.85120583303193,Tekka Ctr
171,7111,S'goon Rd,1.3087936646591898,103.85317519940679,Broadway Hotel
172,7211,S'goon Rd,1.31313747728456,103.85635614397141,Aft Farrer Pk Stn Exit G
173,7221,S'goon Rd,1.31503278656775,103.85788270432104,Sri Vadapathira K Tp
174,7231,Kitchener Rd,1.309658889,103.8573711,Bef Tai Hoe Hotel
175,7241,Lavender St,1.31557142083242,103.85900616698895,Bef S'Goon Rd
176,7249,Lavender St,1.3153680559999998,103.85946690000002,Aft Kempas Rd
177,7319,Jln Besar,1.3103883329980301,103.85870666696985,Aft Allenby Rd
178,7329,Jln Besar,1.3128447258343798,103.85989088288473,Hoa Nam Bldg
179,7331,Kitchener Rd,1.30824994545395,103.85890960719179,Aft King George's Ave
180,7351,Lavender St,1.31351833300073,103.86054527803076,ARC 380
181,7359,Lavender St,1.3136825306597901,103.86071451807119,OPP ARC 380
182,7361,Lavender St,1.3116763606831299,103.86189483728585,Bef Kallang Bahru
183,7369,Lavender St,1.31140805601851,103.86237888899063,Aft Kallang Bahru
184,7371,Lavender St,1.30950750000455,103.86350138902452,Aft Kallang Rd
185,7379,Lavender St,1.31017336740849,103.86338225534828,Bef Kallang Rd
186,7419,Jln Besar,1.30653024120879,103.85616302493109,Opp Veerasamy Rd
187,7517,Bencoolen St,1.30145216158073,103.85247781934108,IBIS S'PORE ON BENCOOLEN
188,7518,Bencoolen St,1.30095828368506,103.85211175034802,OPP NAFA CAMPUS 3
189,7529,Jln Besar,1.30431906266143,103.85501564257022,JLN BESAR STN EXIT A
190,7531,Rochor Canal Rd,1.30365644370093,103.8525732326128,Rochor Stn
191,7539,Sungei Rd,1.30461300741211,103.85200097209508,Opp Rochor Stn
192,7551,Rochor Rd,1.30171975809706,103.8546132267025,Fu Lu Shou Cplx
193,7561,Middle Rd,1.2994544647193602,103.85267983857253,Bef Waterloo St
194,7569,Middle Rd,1.29949531348401,103.85301395376233,Aft Waterloo St
195,7571,Middle Rd,1.3006344463228798,103.851140093146,SUNSHINE PLAZA
196,7589,Ophir Rd,1.30320609782822,103.85549999983387,Opp Rochor Ctr
197,8011,Clemenceau Ave,1.2970698501736202,103.84361028672501,Opp Haw Par Glass Twr
198,8019,Clemenceau Ave,1.29624633745957,103.84407009228418,Aft Haw Par Glass Twr
199,8031,Penang Rd,1.2983115378359198,103.8452569595532,Dhoby Ghaut Stn
200,8041,Orchard Rd,1.2981101424386698,103.84780636909544,YMCA
201,8057,Orchard Rd,1.29930997279734,103.84529021429744,Dhoby Ghaut Stn
202,8058,Orchard Rd,1.2989583431631,103.84654115271174,Aft Dhoby Ghaut Stn
203,8069,Bras Basah Rd,1.29821382250893,103.84936128375955,BENCOOLEN STN EXIT B
204,8079,Prinsep St,1.2992144444558602,103.84910329217985,Sch of the Arts
205,8111,Penang Rd,1.2998692871583402,103.84093746088922,Winsland Hse
206,8121,Somerset Rd,1.3002756932658601,103.83877618459664,Somerset Stn
207,8137,Orchard Rd,1.30073968408393,103.84100500816842,Orchard Plaza
208,8138,Orchard Rd,1.3004785730821002,103.84184700607595,Concorde Hotel S'pore
209,9011,Orchard Turn,1.30211335092372,103.83431672376757,Opp Ngee Ann City
210,9022,Orchard Blvd,1.3025283477364298,103.83239784275958,Bef Orchard Stn Exit B
211,9023,Orchard Turn,1.30323727330942,103.83254180023424,Opp Orchard Stn/ION
212,9037,Orchard Rd,1.3023400420296,103.83701253388183,Opp Mandarin Orchard
213,9038,Orchard Rd,1.3015426245056299,103.83852481842337,Opp Somerset Stn
214,9047,Orchard Rd,1.30446065207443,103.83294467208565,Orchard Stn/Tang Plaza
215,9048,Orchard Rd,1.3038668442511399,103.83413070051407,Orchard Stn/Lucky Plaza
216,9059,Grange Rd,1.30044251755834,103.8362380421602,Natl Youth Council
217,9111,Orchard Blvd,1.30453752623147,103.82914529614989,Opp Four Seasons Hotel
218,9121,Orchard Blvd,1.3039737923824901,103.82699645124521,Bef Tomlinson Rd
219,9131,Grange Rd,1.3039199999848898,103.82333805603096,Grange Residences
220,9139,Grange Rd,1.30419941874773,103.82354787581356,Aft Cuscaden Rd
221,9141,Napier Rd,1.30543500002797,103.82177666702269,British Council
222,9149,Napier Rd,1.3060898138194799,103.82122150233141,Opp British Council
223,9159,Tanglin Rd,1.3060263755741799,103.82568042620605,Aft Tomlinson Rd
224,9169,Orchard Rd,1.3070135326348,103.82835507326037,Delfi Orchard
225,9179,Orchard Rd,1.30587966240898,103.83049004618626,Royal Thai Embassy
226,9191,Tomlinson Rd,1.3048865311831102,103.82549755834486,The Regent S'pore
227,9212,Scotts Rd,1.30702238421536,103.83265522662565,Royal Plaza On Scotts
228,9213,Scotts Rd,1.3078380560003402,103.83305083303024,Thong Teck Bldg
229,9219,Scotts Rd,1.30731999685228,103.833160882917,Far East Plaza
230,10009,Bt Merah Ctrl,1.28210155945393,103.81722480263164,Bt Merah Int
231,10011,New Bridge Rd,1.2777380589964,103.83749709165195,BEF NEIL RD
232,10017,Eu Tong Sen St,1.2783204663339298,103.83762574759973,Aft Hosp Dr
233,10018,Eu Tong Sen St,1.2790081966509899,103.83860360621959,Outram Pk Stn Exit F/SGH
234,10021,Neil Rd,1.27744837946643,103.8383889456075,Blk 3
235,10041,Kg Bahru Rd,1.27605834770353,103.83519065305671,BEF KAMPONG BAHRU TER
236,10049,Kg Bahru Rd,1.27623302424393,103.83483786772156,OPP KAMPONG BAHRU TER
237,10051,Jln Bt Merah,1.2774116353283997,103.83214410914844,Blk 149
238,10059,Jln Bt Merah,1.27739664167497,103.83275178077876,Opp Blk 149
239,10061,Jln Bt Merah,1.27860472196885,103.82948638898172,Blk 140
240,10069,Jln Bt Merah,1.27855472196877,103.83008250001669,Opp Blk 140
241,10071,Jln Bt Merah,1.28045309423663,103.82638920754816,Blk 111
242,10079,Jln Bt Merah,1.2803950142786,103.82708906887606,Blk 201
243,10081,Jln Bt Merah,1.2822783541701999,103.82241744338572,Opp Blk 120
244,10089,Jln Bt Merah,1.28292332245689,103.82165660905856,Blk 119
245,10091,Jln Bt Merah,1.28394108576437,103.81783962251122,Bt Merah Town Ctr
246,10099,Jln Bt Merah,1.28420923932422,103.81765723225828,Opp Bt Merah Town Ctr
247,10101,Jln Bt Merah,1.2850619516886101,103.81378330114359,OPP BT MERAH SEC SCH
248,10109,Jln Bt Merah,1.2853531572927699,103.81370529674273,BT MERAH SEC SCH
249,10111,Jln Bt Merah,1.2859283509855601,103.80935410958449,Opp Blk 28
250,10119,Jln Bt Merah,1.2859800901070402,103.81122515087836,Opp Pacific Tech Ctr
251,10121,Kim Tian Rd,1.2825992459880502,103.82890541983913,Blk 126 CP
252,10129,Kim Tian Rd,1.28231999999009,103.8285719444802,Blk 121
253,10131,Jln Bt Merah,1.28619141382394,103.80686549059318,Opp Blk 2
254,10139,Jln Bt Merah,1.28635135443034,103.80810002234391,Blk 1
255,10141,Tiong Bahru Rd,1.2858384714046798,103.83238179897587,Blk 18
256,10149,Tiong Bahru Rd,1.28606797463712,103.83283384311113,Blk 1
257,10151,Tiong Bahru Rd,1.28572048365401,103.82852922870951,Ctrl Green Condo
258,10161,Tiong Bahru Rd,1.28593135445772,103.82668969231536,Opp Tiong Bahru Stn
259,10169,Tiong Bahru Rd,1.28599961406266,103.82748123930962,Tiong Bahru Stn
260,10171,Tiong Bahru Rd,1.2873680804707799,103.82346004890805,Opp Tiong Bahru Pk
261,10179,Tiong Bahru Rd,1.28722333302937,103.82395833301355,Tiong Bahru Pk
262,10181,Tiong Bahru Rd,1.28850399420484,103.82109741719866,BEF AR-RABITAH MQUE
263,10189,Tiong Bahru Rd,1.2885880522280602,103.82183192865196,Blk 104A CP
264,10191,Tiong Bahru Rd,1.2886002602009599,103.81903121724014,Blk 78
265,10199,Tiong Bahru Rd,1.28875723330649,103.81936618662205,Delta Swim Cplx
266,10201,Tiong Bahru Rd,1.28928144532567,103.81662854691156,Opp Redhill Stn
267,10209,Tiong Bahru Rd,1.28954631749853,103.816728854507,Redhill Stn
268,10211,Leng Kee Rd,1.2907549999730301,103.81144166700754,Porsche Ctr S'pore
269,10219,Leng Kee Rd,1.29089526651849,103.81191424883257,Opp Motor Image
270,10221,Ganges Ave,1.29032906602668,103.83111793441608,Ganges Ctr
271,10229,Ganges Ave,1.2905213784016398,103.83178189529585,Opp Harvest Mans
272,10231,Ganges Ave,1.29041850946952,103.82788100149521,Blk 51 CP
273,10239,Ganges Ave,1.2906068883948798,103.82865297447871,Blk 79
274,10241,Alexandra Rd,1.2906166672167,103.82362326803131,Gan Eng Seng Sec Sch
275,10249,Alexandra Rd,1.2908813889967101,103.82407777797806,Opp Gan Eng Seng Sec Sch
276,10261,Alexandra Rd,1.2909033584269198,103.82047232884216,Delta Sports Hall
277,10269,Alexandra Rd,1.29125331927458,103.82057583280772,Opp Delta Sports Hall
278,10271,Alexandra Rd,1.2911599999760701,103.81757666701351,Opp Tanglin View
279,10279,Alexandra Rd,1.29151373164978,103.81757660887743,Tanglin View
280,10281,Alexandra Rd,1.29153833298318,103.81445166697796,SIS Bldg
281,10289,Alexandra Rd,1.2918699745378002,103.81440639448375,Opp SIS Bldg
282,10291,Alexandra Rd,1.2921585527385802,103.81065866068087,Bef Dawson Rd
283,10299,Alexandra Rd,1.29233498466278,103.81146486767658,Aft Dawson Rd
284,10321,Tanglin Rd,1.29428332949691,103.81587839882769,Aft Margaret Dr
285,10329,Tanglin Rd,1.2936467128326201,103.81597460107542,Crescent Girls' Sch
286,10331,Henderson Rd,1.28136306628839,103.81834423228644,Bef Bt Merah Ctrl
287,10339,Henderson Rd,1.28115835063292,103.81857250844853,Aft Bt Merah Ctrl
288,10341,Henderson Rd,1.28484639603431,103.82059301467888,Opp Blk 116
289,10349,Henderson Rd,1.2849833405097,103.82104149555396,Blk 116
290,10351,Henderson Rd,1.28675501760897,103.82204990181913,Bef Tiong Bahru Rd
291,10359,Henderson Rd,1.2872383332436201,103.82259298997768,Aft Tiong Bahru Rd
292,10361,Lower Delta Rd,1.2803809206006498,103.82353025808793,Cendex Ctr
293,10369,Lower Delta Rd,1.28037471151153,103.82387343933006,Opp Cendex Ctr
294,10371,Lower Delta Rd,1.28365072319387,103.824502653383,Blk 129
295,10379,Lower Delta Rd,1.28373603376667,103.82489520929731,Blk 25B
296,10381,Lower Delta Rd,1.2890697218660199,103.82559411728037,Opp Blk 48
297,10389,Lower Delta Rd,1.28875832991208,103.82573455047121,Blk 48
298,10391,Kg Bahru Rd,1.27627105343758,103.83125639366129,Opp Melati Blk 2
299,10399,Kg Bahru Rd,1.2758816629268301,103.83019454205221,Melati Blk 2
300,10401,Hoy Fatt Rd,1.28816729863,103.81167850401884,Shriro Hse
301,10409,Hoy Fatt Rd,1.2878822183063798,103.81099317775706,Blk 50
302,10411,Hoy Fatt Rd,1.28912979528004,103.81280840030114,Opp Blk 53
303,10419,Hoy Fatt Rd,1.28842024220748,103.81257549749508,Blk 52
304,10421,Lengkok Bahru,1.2889706156154,103.81503540991777,Blk 63B
305,10429,Lengkok Bahru,1.2892779060127,103.814048054222,Blk 54
306,10431,Lengkok Bahru,1.28708384358883,103.81399869917513,ENABLING VILLAGE
307,10439,Lengkok Bahru,1.28747956947939,103.81418936580334,OPP ENABLING VILLAGE
308,10441,Lengkok Bahru,1.28656898930199,103.8116061687213,Opp Blk 44
309,10449,Lengkok Bahru,1.28666552495266,103.81195378046979,Blk 44
310,10451,Redhill Rd,1.28762380319765,103.81725596396821,Opp Blk 71
311,10459,Redhill Rd,1.28754723360397,103.81639920301683,Blk 72
312,10461,Kay Siang Rd,1.29680597432594,103.81169140516062,Aft Margaret Dr
313,10469,Kay Siang Rd,1.29668400003303,103.81216918970024,Bef Margaret Dr
314,10471,Kay Siang Rd,1.29679993078344,103.81468220659576,Bef Tanglin Rd
315,10479,Kay Siang Rd,1.29668100002552,103.81547381025996,Aft Tanglin Rd
316,10481,Redhill Cl,1.2878419548476698,103.81797160113337,Opp Blk 73
317,10489,Redhill Cl,1.28811638897142,103.81778388900163,Blk 73
318,10499,Spooner Rd,1.27585400417691,103.83401000002085,KAMPONG BAHRU TER
319,10501,Jln Bt Merah,1.2810584535542902,103.82528065411316,Blk 104
320,10519,Delta Rd,1.29172303079906,103.82610949356564,Blk 4
321,10599,Jln Rumah Tinggi,1.28883435010664,103.80924997344988,Opp Blk 36
322,10651,Bt Merah Ctrl,1.28329993019059,103.81547665017669,Blk 161
323,10659,Bt Merah Ctrl,1.28362333298689,103.81472833301792,Blk 1003
324,11009,Ghim Moh Rd,1.3110673548964,103.78932237623975,Ghim Moh Ter
325,11019,Jln Bt Merah,1.28679632523156,103.80565677295324,Pk Hotel Alexandra
326,11021,Queensway,1.28941805603102,103.80228694398485,Aft Queenstown NPC HQ
327,11029,Queensway,1.2901347220141899,103.80202111098816,Blk 166
328,11031,Queensway,1.29119666696879,103.80045500000118,Opp Queen's Cl
329,11039,Queensway,1.29245762862665,103.79998683928974,Blk 19
330,11041,Queensway,1.29624499998226,103.79952333299494,Aft C'wealth Dr
331,11049,Queensway,1.2954609366563,103.79952549937242,Opp Blessed Sacrament Ch
332,11051,Queensway,1.2987216670390902,103.80029797554809,Opp Queenstown Polyclinic
333,11059,Queensway,1.29882892782979,103.80097389222824,Queenstown Polyclinic
334,11061,Queensway,1.30265777802206,103.80118694402536,Opp Queensway Sec Sch
335,11069,Queensway,1.30236853162324,103.80161762237655,Queensway Sec Sch
336,11071,Queensway,1.30621305601609,103.80170944396956,Blk 97
337,11079,Queensway,1.3054413890029999,103.8018525000066,Opp Blk 95
338,11081,Queensway,1.30851972202313,103.80258027799627,Viz Holland
339,11089,Queensway,1.3094613549269298,103.8033408735464,Opp Holland Hill Lodge
340,11091,Farrer Rd,1.31219444050072,103.80367378215985,Tulip Gdn
341,11099,Farrer Rd,1.31305333300118,103.80437666697586,Opp Tulip Gdn
342,11101,Farrer Rd,1.3161497108038502,103.80596012189226,Farrer Rd Mkt
